Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Monday,12:00 PM,1:00 PM,AC 7,Check-in #2,CH,duty,"Under the direction of the AC over Check-in Coordination: 
• Coach CNs on Professionalism & Engagement: 
o Maintain a welcoming and professional atmosphere, be alert and helpful. 
o Avoid distractions such as cheering, eating, sitting on tables, or wearing sunglasses. 
o Direct any room change questions to the SCs at the Solutions Table. 
o If you are unsure about a question, escort the participant to the Solutions Table instead of guessing. 
• Ensure a Smooth Process: o Monitor the flow of Check-in lines and adjust CN placements if needed. 
o Communicate with SCs or other leadership about any delays or participant concerns."
Monday,12:00 PM,1:00 PM,AC 8,Check-in #2,CH,duty,"Under the direction of the AC over Check-in Coordination: 
• Coach CNs on Professionalism & Engagement: 
o Maintain a welcoming and professional atmosphere, be alert and helpful. 
o Avoid distractions such as cheering, eating, sitting on tables, or wearing sunglasses. 
o Direct any room change questions to the SCs at the Solutions Table. 
o If you are unsure about a question, escort the participant to the Solutions Table instead of guessing. 
• Ensure a Smooth Process: o Monitor the flow of Check-in lines and adjust CN placements if needed. 
o Communicate with SCs or other leadership about any delays or participant concerns."
Monday,10:00 AM,1:00 PM,AC 9,Bus Arrival,BU,duty,"The AC assigned to Bus Duty is responsible for ensuring a smooth and organized
arrival process for participants traveling by bus.
1. Before Buses Arrive:
o Coordinate with the SC and Session Administrator to confirm the
designated bus drop-off location.
o Be at the drop-off site at least 15 minutes before the first bus is
scheduled to arrive.
o Be prepared to take phone calls from bus drivers in case of delays,
lost directions, or other issues along the way.
2. When Buses Arrive:
o Greet each bus upon arrival with a friendly and welcoming attitude.
o Direct participants to their Check-in area and ensure they know where
to go next. Let know participants know where they can leave their
luggage while they check in (ensure supervision of luggage if left
unattended). 
Help facilitate an orderly unloading process to avoid congestion and
confusion.
o Communicate any unexpected issues (delays, missing participants,
etc.) to the SC and Session Administrator as needed.
"
Monday,12:00 PM,1:00 PM,AC 10,Lunch/Time-off,LU,break,Scheduled break or personal time away from duties and session activities.
Monday,1:00 PM,1:30 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:30 PM,3:00 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,12:00 PM,3:00 PM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,1:00 PM,3:00 PM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,1:00 PM,3:00 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,1:00 PM,3:15 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,3:15 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:00 PM,3:15 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:00 PM,3:15 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:00 PM,3:15 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,3:15 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:00 PM,3:15 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,3:15 PM,3:30 PM,AC 3,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 4,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 5,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 6,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 7,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 8,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,3:15 PM,3:30 PM,AC 9,Seating Support,SE,duty,"As an AC assigned to Seating Support, you will assist the Devotional Coordinator in
ensuring an orderly and efficient seating process for your assigned activity. Your role
includes guiding companies to their seats, maintaining seating organization, and
ensuring smooth entry and exit.
Responsibilities:
Before the Activity:
• Coordinate with the Devotional Coordinator to understand seating plans,
capacity, and any special arrangements.
• Delegate other ACs to assist in directing companies to their designated
sections.
• Ensure clear pathways for movement and that reserved spaces (if applicable)
are appropriately marked.
During Seating:
• Guide companies to seats efficiently
o Direct them left or right at the entrance based on seat availability.
o Monitor seating along the aisles to ensure gaps are filled evenly.
• Instruct CNs to:
o Have youth save seats on the ends of aisles for CNs.
o Alternate which side of the row CNs sit on to simplify supervision.
o Ensure youth sit in a seat before leaving for water/bathroom breaks
to secure their spot.
o
• Communicate clearly with staff and youth to keep the process smooth and
organized.
After Seating is Complete:
• Walk through the seating area to confirm whether each participant has a
seat and adjust as necessary.
• Assist the Devotional Coordinator with any last-minute seating adjustments.
• Stay available until the activity begins to handle any issues or movement that
arises."
Monday,1:00 PM,3:30 PM,AC 10,Orientation Prep,OR,duty,"Provides technical support and assistance to ensure successful orientation. This
includes Seating.
ORIENTATION TECH
Day One during Orientation
• Assist SCs with AV needs for the orienta�on presenta�on.
• Take cues from SCs throughout the presenta�on to change slides and play
music.
• Be prepared to run through the presenta�on with SCs beforehand to be
familiar with AV needs and cues."
Monday,3:30 PM,4:15 PM,AC 3,Orientation,OR,duty,Provides technical support and assistance to ensure successful orientation. This includes Seating. ORIENTATION TECH Day One during Orientation • Assist SCs with AV needs for the orienta�on presenta�on. • Take cues from SCs throughout the presenta�on to change slides and play music. • Be prepared to run through the presenta�on with SCs beforehand to be familiar with AV needs and cues.
Monday,3:30 PM,4:15 PM,AC 4,Orientation,OR,duty,Provides technical support and assistance to ensure successful orientation. This includes Seating. ORIENTATION TECH Day One during Orientation • Assist SCs with AV needs for the orienta�on presenta�on. • Take cues from SCs throughout the presenta�on to change slides and play music. • Be prepared to run through the presenta�on with SCs beforehand to be familiar with AV needs and cues.
Monday,3:30 PM,4:15 PM,AC 8,Orientation,OR,duty,Provides technical support and assistance to ensure successful orientation. This includes Seating. ORIENTATION TECH Day One during Orientation • Assist SCs with AV needs for the orienta�on presenta�on. • Take cues from SCs throughout the presenta�on to change slides and play music. • Be prepared to run through the presenta�on with SCs beforehand to be familiar with AV needs and cues.
Monday,3:30 PM,4:15 PM,AC 9,Orientation,OR,duty,Provides technical support and assistance to ensure successful orientation. This includes Seating. ORIENTATION TECH Day One during Orientation • Assist SCs with AV needs for the orienta�on presenta�on. • Take cues from SCs throughout the presenta�on to change slides and play music. • Be prepared to run through the presenta�on with SCs beforehand to be familiar with AV needs and cues.
Monday,1:00 PM,4:30 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,4:30 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,4:30 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,4:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,4:30 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,4:30 PM,AC 2,Site-office,SO,duty,"As the AC assigned to Site Office Duty, your primary responsibility is to manage
incoming calls, assist with participant Check-ins and check-outs, oversee drop-offs,
and ensure smooth on-site operations. This duty rotates among ACs.
General Responsibilities
Site Office Phone & Communication
• Always keep the site office phone with you, charged, and turned on.
• Answer calls professionally and promptly.
• Pass the phone to the next AC at the end of your shift and inform them of
any pending Check-ins, check-outs, drop-offs, or messages.
• Never use or give out your personal number.
Check-in & Attendance Follow-Up
Day One – Post Check-in Follow-Up
• Contact any participants who did not pick up their name card to confirm
attendance.
• Assist SCs in updating housing records as needed.
Day Two – Morning Headcount Verification
• Ensure head counts and housing lists are reported correctly to the office
coordinators.
Check-in & Check-Out Procedures
• Always follow child protection guidelines (Rule of Three) – never be alone
with one participant.
• Check-Out Requirements:
o Please see the “Check-Out Policy” in the “Policy” Section of the online
handbook.
• Check the participant out using the app.
• If a participant permanently leaves, notify the SC, administrator, and Session
Adviser. Ensure their key is collected to avoid charges.
• All returning participants must check back in at the site office.
Drop-Offs (Items for Participants)
• Coordinate with CNs and ACs to ensure items are delivered promptly.
• Use the app to find the participant’s CN and AC and notify them to pick up
the item.
• Clearly label all packages and inform the parent that FSY is not responsible
for lost or delayed items.
FSY Vehicle Use
• Know where the rental car is parked and where the keys are always.
• Keys should be:
o In the site office (designated spot).
o With an SC.
o With the AC currently using the vehicle.
• Do not use the FSY vehicle for personal needs.
• If transporting participants for health concerns or errands, another CN or
leadership team member must be in the vehicle with you.
Site Office Maintenance
• Keep the site office clean, organized, and professional.
• Use quiet times to prepare for upcoming duties.
• If nearby, check residence halls periodically to ensure participants are where
they should be.
Handoff to next Site Office AC
• Ensure the next Site Office AC is updated on upcoming check in/outs or
scheduled drop offs and any information they might need to maintain a
professional and organized point of contact for parents and guardians. "
Monday,3:30 PM,4:30 PM,AC 5,Orientation/Hallway Supervision,OR,duty,"Ensures a respectful and attentive environment during large group activities by
managing the flow of participants leaving for restroom or water breaks.
Responsibilities:
• Monitor the area between the meeting space and restrooms/drinking
fountains to prevent disruptions and ensure participants return promptly.
• Regulate the number of participants leaving at one time, allowing no more
than two from the same group to prevent large gatherings in the hallway.
• Keep a close watch on those exiting and returning to ensure no one wanders
off or gets lost.
• Redirect participants who may be lingering or becoming a distraction back to
the meeting.
• Coordinate with other ACs or CNs if additional support is needed based on
the campus layout.
• Communicate with SCs if any concerns arise regarding participant behavior
or safety."
Monday,3:30 PM,4:30 PM,AC 6,Orientation/Hallway Supervision,OR,duty,"Ensures a respectful and attentive environment during large group activities by
managing the flow of participants leaving for restroom or water breaks.
Responsibilities:
• Monitor the area between the meeting space and restrooms/drinking
fountains to prevent disruptions and ensure participants return promptly.
• Regulate the number of participants leaving at one time, allowing no more
than two from the same group to prevent large gatherings in the hallway.
• Keep a close watch on those exiting and returning to ensure no one wanders
off or gets lost.
• Redirect participants who may be lingering or becoming a distraction back to
the meeting.
• Coordinate with other ACs or CNs if additional support is needed based on
the campus layout.
• Communicate with SCs if any concerns arise regarding participant behavior
or safety."
Monday,3:30 PM,4:30 PM,AC 7,Orientation,OR,duty,Provides technical support and assistance to ensure successful orientation. This includes Seating. ORIENTATION TECH Day One during Orientation • Assist SCs with AV needs for the orienta�on presenta�on. • Take cues from SCs throughout the presenta�on to change slides and play music. • Be prepared to run through the presenta�on with SCs beforehand to be familiar with AV needs and cues.
Monday,3:30 PM,4:30 PM,AC 10,Devotional Coordinator,DE,duty,"You will assist with all large group meetings including:
• Orientation
• Monday Night Home Evening
• Morning Devotionals
• Friday Evening Take It Home Message
• Assist the SC in creating the morning devotional agenda found in the session
binder folder on the iPad, laptop, or Box drive
• Make assignments and delegate to get help with all the details
o Assign opening and closing prayers
o Assign music leader
o Assign pianist (or use recorded music)
o Work with the Session Coordinator(s) to prepare a list of
announcements to be shared before or after the devotional.
• Be in contact with the Session Adviser and the Session Coordinator(s) and
share the devotional agenda
o Ask who is conducting, a SC (if there are two or more) or you the AC.
o You, the AC, oversee the details for morning devotionals and may be
asked to conduct if the SC needs help.
• Help with tech – arrive 45 minutes early to make sure the projector is up and
running, mic is ready, and be prepared to run a mic around during the
devotional
• Seating – arrive 30 minutes early to help seat youth. Direct Seating Support
ACs in the method for seating companies as they arrive.
• Clean up—You or someone you assign should walk through the space after
the participants have left and ensure that all trash has been cleaned up and
nothing has been left behind."
Monday,4:30 PM,5:30 PM,CN B,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,4:30 PM,5:30 PM,CN D,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,4:30 PM,5:30 PM,CN F,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,4:30 PM,5:30 PM,CN H,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,4:30 PM,5:30 PM,CN J,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Monday,1:00 PM,6:00 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,6:00 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,6:00 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,6:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,6:00 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,1:00 PM,6:00 PM,AC 1,Site-office,SO,duty,"As the AC assigned to Site Office Duty, your primary responsibility is to manage
incoming calls, assist with participant Check-ins and check-outs, oversee drop-offs,
and ensure smooth on-site operations. This duty rotates among ACs.
General Responsibilities
Site Office Phone & Communication
• Always keep the site office phone with you, charged, and turned on.
• Answer calls professionally and promptly.
• Pass the phone to the next AC at the end of your shift and inform them of
any pending Check-ins, check-outs, drop-offs, or messages.
• Never use or give out your personal number.
Check-in & Attendance Follow-Up
Day One – Post Check-in Follow-Up
• Contact any participants who did not pick up their name card to confirm
attendance.
• Assist SCs in updating housing records as needed.
Day Two – Morning Headcount Verification
• Ensure head counts and housing lists are reported correctly to the office
coordinators.
Check-in & Check-Out Procedures
• Always follow child protection guidelines (Rule of Three) – never be alone
with one participant.
• Check-Out Requirements:
o Please see the “Check-Out Policy” in the “Policy” Section of the online
handbook.
• Check the participant out using the app.
• If a participant permanently leaves, notify the SC, administrator, and Session
Adviser. Ensure their key is collected to avoid charges.
• All returning participants must check back in at the site office.
Drop-Offs (Items for Participants)
• Coordinate with CNs and ACs to ensure items are delivered promptly.
• Use the app to find the participant’s CN and AC and notify them to pick up
the item.
• Clearly label all packages and inform the parent that FSY is not responsible
for lost or delayed items.
FSY Vehicle Use
• Know where the rental car is parked and where the keys are always.
• Keys should be:
o In the site office (designated spot).
o With an SC.
o With the AC currently using the vehicle.
• Do not use the FSY vehicle for personal needs.
• If transporting participants for health concerns or errands, another CN or
leadership team member must be in the vehicle with you.
Site Office Maintenance
• Keep the site office clean, organized, and professional.
• Use quiet times to prepare for upcoming duties.
• If nearby, check residence halls periodically to ensure participants are where
they should be.
Handoff to next Site Office AC
• Ensure the next Site Office AC is updated on upcoming check in/outs or
scheduled drop offs and any information they might need to maintain a
professional and organized point of contact for parents and guardians. "
Monday,4:30 PM,6:00 PM,AC 2,Dinner Support,DI,duty,"Help provide a smooth, organized, and respectful Dinner experience for all
participants by assisting with meal distribution, supervision, cleanliness, and support
for Flex Time activities.
BEFORE Dinner
• Arrival:
Report to the Dinner Coordinator AC 15 to 30 minutes before lunch begins.
The exact reporting time will be communicated based on campus needs.
• Assignment:
You will receive your specific role and location assignment from the Dinner
Coordinator AC. Make sure you understand your responsibilities before
heading to your post.
• Dinner Pickup:
Pick up your own Dinner before heading to your assigned station.
DURING DINNER
Remain at your assigned station throughout the dinner period. Possible CN roles
include:
• Food Servers:
Help distribute food or water, if this is not already done by the facility staff.
• Greeters:
Welcome participants at the dining entrance. Offer hand sanitizer and
answer basic questions about meal options, especially for those with dietary
needs.
• Card Scanners:
Assist with scanning ID cards or checking wristbands, if required by the
campus to enter the cafeteria.
• Rovers:
Supervise dining areas and nearby walkways to ensure participants stay
within the designated dinner zone. Kindly redirect anyone trying to return to
residence halls early.
• Food Delivery:
Assist in transporting boxed meals for staff or special dietary needs as
directed by the Dinner Coordinator AC.
• Trash Cleanup:
Provide trash bags if required. Gently remind participants to clean up after
themselves and guide them to the nearest trash can or tray return location.
• Flex Time Activity Support:
Fill in for Flex Time activities for the final half of Flex Time.
GENERAL EXPECTATIONS
• Be on time and ready to help.
• Stay visible, friendly, and proactive in your assigned area.
• Help create a positive, respectful environment for both participants and staff.
• Direct any major concerns or questions to the Dinner Coordinator AC
immediately.
"
Monday,4:15 PM,6:00 PM,AC 3,Dinner Support,DI,duty,"Help provide a smooth, organized, and respectful Dinner experience for all
participants by assisting with meal distribution, supervision, cleanliness, and support
for Flex Time activities.
BEFORE Dinner
• Arrival:
Report to the Dinner Coordinator AC 15 to 30 minutes before lunch begins.
The exact reporting time will be communicated based on campus needs.
• Assignment:
You will receive your specific role and location assignment from the Dinner
Coordinator AC. Make sure you understand your responsibilities before
heading to your post.
• Dinner Pickup:
Pick up your own Dinner before heading to your assigned station.
DURING DINNER
Remain at your assigned station throughout the dinner period. Possible CN roles
include:
• Food Servers:
Help distribute food or water, if this is not already done by the facility staff.
• Greeters:
Welcome participants at the dining entrance. Offer hand sanitizer and
answer basic questions about meal options, especially for those with dietary
needs.
• Card Scanners:
Assist with scanning ID cards or checking wristbands, if required by the
campus to enter the cafeteria.
• Rovers:
Supervise dining areas and nearby walkways to ensure participants stay
within the designated dinner zone. Kindly redirect anyone trying to return to
residence halls early.
• Food Delivery:
Assist in transporting boxed meals for staff or special dietary needs as
directed by the Dinner Coordinator AC.
• Trash Cleanup:
Provide trash bags if required. Gently remind participants to clean up after
themselves and guide them to the nearest trash can or tray return location.
• Flex Time Activity Support:
Fill in for Flex Time activities for the final half of Flex Time.
GENERAL EXPECTATIONS
• Be on time and ready to help.
• Stay visible, friendly, and proactive in your assigned area.
• Help create a positive, respectful environment for both participants and staff.
• Direct any major concerns or questions to the Dinner Coordinator AC
immediately.
"
Monday,4:15 PM,6:00 PM,AC 4,Dinner Support,DI,duty,"Help provide a smooth, organized, and respectful Dinner experience for all
participants by assisting with meal distribution, supervision, cleanliness, and support
for Flex Time activities.
BEFORE Dinner
• Arrival:
Report to the Dinner Coordinator AC 15 to 30 minutes before lunch begins.
The exact reporting time will be communicated based on campus needs.
• Assignment:
You will receive your specific role and location assignment from the Dinner
Coordinator AC. Make sure you understand your responsibilities before
heading to your post.
• Dinner Pickup:
Pick up your own Dinner before heading to your assigned station.
DURING DINNER
Remain at your assigned station throughout the dinner period. Possible CN roles
include:
• Food Servers:
Help distribute food or water, if this is not already done by the facility staff.
• Greeters:
Welcome participants at the dining entrance. Offer hand sanitizer and
answer basic questions about meal options, especially for those with dietary
needs.
• Card Scanners:
Assist with scanning ID cards or checking wristbands, if required by the
campus to enter the cafeteria.
• Rovers:
Supervise dining areas and nearby walkways to ensure participants stay
within the designated dinner zone. Kindly redirect anyone trying to return to
residence halls early.
• Food Delivery:
Assist in transporting boxed meals for staff or special dietary needs as
directed by the Dinner Coordinator AC.
• Trash Cleanup:
Provide trash bags if required. Gently remind participants to clean up after
themselves and guide them to the nearest trash can or tray return location.
• Flex Time Activity Support:
Fill in for Flex Time activities for the final half of Flex Time.
GENERAL EXPECTATIONS
• Be on time and ready to help.
• Stay visible, friendly, and proactive in your assigned area.
• Help create a positive, respectful environment for both participants and staff.
• Direct any major concerns or questions to the Dinner Coordinator AC
immediately.
"
Monday,4:30 PM,6:00 PM,AC 5,Time-off,OF,break,"Help provide a smooth, organized, and respectful Dinner experience for all
participants by assisting with meal distribution, supervision, cleanliness, and support
for Flex Time activities.
BEFORE Dinner
• Arrival:
Report to the Dinner Coordinator AC 15 to 30 minutes before lunch begins.
The exact reporting time will be communicated based on campus needs.
• Assignment:
You will receive your specific role and location assignment from the Dinner
Coordinator AC. Make sure you understand your responsibilities before
heading to your post.
• Dinner Pickup:
Pick up your own Dinner before heading to your assigned station.
DURING DINNER
Remain at your assigned station throughout the dinner period. Possible CN roles
include:
• Food Servers:
Help distribute food or water, if this is not already done by the facility staff.
• Greeters:
Welcome participants at the dining entrance. Offer hand sanitizer and
answer basic questions about meal options, especially for those with dietary
needs.
• Card Scanners:
Assist with scanning ID cards or checking wristbands, if required by the
campus to enter the cafeteria.
• Rovers:
Supervise dining areas and nearby walkways to ensure participants stay
within the designated dinner zone. Kindly redirect anyone trying to return to
residence halls early.
• Food Delivery:
Assist in transporting boxed meals for staff or special dietary needs as
directed by the Dinner Coordinator AC.
• Trash Cleanup:
Provide trash bags if required. Gently remind participants to clean up after
themselves and guide them to the nearest trash can or tray return location.
• Flex Time Activity Support:
Fill in for Flex Time activities for the final half of Flex Time.
GENERAL EXPECTATIONS
• Be on time and ready to help.
• Stay visible, friendly, and proactive in your assigned area.
• Help create a positive, respectful environment for both participants and staff.
• Direct any major concerns or questions to the Dinner Coordinator AC
immediately.
"
Monday,4:30 PM,6:00 PM,AC 6,Dinner Support,DI,duty,"Help provide a smooth, organized, and respectful Dinner experience for all
participants by assisting with meal distribution, supervision, cleanliness, and support
for Flex Time activities.
BEFORE Dinner
• Arrival:
Report to the Dinner Coordinator AC 15 to 30 minutes before lunch begins.
The exact reporting time will be communicated based on campus needs.
• Assignment:
You will receive your specific role and location assignment from the Dinner
Coordinator AC. Make sure you understand your responsibilities before
heading to your post.
• Dinner Pickup:
Pick up your own Dinner before heading to your assigned station.
DURING DINNER
Remain at your assigned station throughout the dinner period. Possible CN roles
include:
• Food Servers:
Help distribute food or water, if this is not already done by the facility staff.
• Greeters:
Welcome participants at the dining entrance. Offer hand sanitizer and
answer basic questions about meal options, especially for those with dietary
needs.
• Card Scanners:
Assist with scanning ID cards or checking wristbands, if required by the
campus to enter the cafeteria.
• Rovers:
Supervise dining areas and nearby walkways to ensure participants stay
within the designated dinner zone. Kindly redirect anyone trying to return to
residence halls early.
• Food Delivery:
Assist in transporting boxed meals for staff or special dietary needs as
directed by the Dinner Coordinator AC.
• Trash Cleanup:
Provide trash bags if required. Gently remind participants to clean up after
themselves and guide them to the nearest trash can or tray return location.
• Flex Time Activity Support:
Fill in for Flex Time activities for the final half of Flex Time.
GENERAL EXPECTATIONS
• Be on time and ready to help.
• Stay visible, friendly, and proactive in your assigned area.
• Help create a positive, respectful environment for both participants and staff.
• Direct any major concerns or questions to the Dinner Coordinator AC
immediately.
"
